transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,tansaction_id
48,4/1/2019,189.0,9,1,3.5,
49,4/1/2019,223.0,8,2,2.5,
50,4/1/2019,40.0,5,1,4.5,
51,4/1/2019,344.0,9,1,3.5,
52,4/1/2019,401.0,15,2,4.0,
53,4/1/2019,189.0,15,2,4.0,
54,4/1/2019,517.0,13,1,4.75,
55,4/1/2019,328.0,6,1,5.0,
56,4/1/2019,328.0,2,1,2.5,
57,4/1/2019,331.0,2,2,2.5,
58,4/1/2019,414.0,13,2,4.75,
59,4/1/2019,567.0,9,1,3.5,
60,4/1/2019,526.0,5,2,4.5,
61,4/1/2019,659.0,5,2,4.5,
62,4/1/2019,492.0,10,2,4.0,
63,4/1/2019,655.0,6,2,5.0,
64,4/1/2019,500.0,16,1,2.0,
65,4/1/2019,530.0,9,2,3.5,
66,4/1/2019,530.0,4,1,3.5,
67,4/1/2019,114.0,5,2,4.5,
68,4/1/2019,301.0,6,1,5.0,
69,4/1/2019,602.0,5,2,4.5,
70,4/1/2019,565.0,3,2,3.0,
71,4/1/2019,335.0,2,1,2.5,
72,4/1/2019,52.0,8,1,2.5,
73,4/1/2019,216.0,13,2,4.75,
74,4/1/2019,216.0,9,1,3.5,
75,4/1/2019,550.0,7,1,2.0,
76,4/1/2019,481.0,11,2,2.75,
77,4/1/2019,516.0,7,2,2.0,
78,4/1/2019,508.0,8,1,2.5,
79,4/1/2019,508.0,4,1,3.5,
80,4/1/2019,717.0,13,2,4.75,
81,4/1/2019,641.0,6,1,5.0,
82,4/1/2019,525.0,6,2,5.0,
83,4/1/2019,384.0,6,1,5.0,
84,4/1/2019,784.0,2,1,2.5,
85,4/1/2019,383.0,4,2,3.5,
86,4/1/2019,659.0,6,2,5.0,
87,4/1/2019,235.0,14,1,5.0,
88,4/1/2019,319.0,8,1,2.5,
89,4/1/2019,647.0,11,2,2.75,
90,4/1/2019,320.0,16,1,2.0,
91,4/1/2019,326.0,15,2,4.0,
92,4/1/2019,122.0,14,1,5.0,
93,4/1/2019,453.0,10,1,4.0,
94,4/1/2019,185.0,12,2,3.75,
95,4/1/2019,393.0,4,1,3.5,
96,4/1/2019,392.0,14,2,5.0,
97,4/1/2019,392.0,10,1,4.0,
98,4/1/2019,241.0,11,1,2.75,
99,4/1/2019,777.0,8,2,2.5,
100,4/1/2019,407.0,15,1,4.0,
101,4/1/2019,659.0,1,1,2.0,
102,4/1/2019,288.0,5,2,4.5,
103,4/1/2019,288.0,1,1,2.0,
104,4/1/2019,15.0,15,2,4.0,
105,4/1/2019,486.0,14,1,5.0,
106,4/1/2019,206.0,6,2,5.0,
107,4/1/2019,206.0,15,1,4.0,
108,4/1/2019,315.0,7,1,2.0,
109,4/1/2019,197.0,6,2,5.0,
110,4/1/2019,329.0,13,1,4.75,
111,4/1/2019,184.0,16,1,2.0,
112,4/1/2019,474.0,16,1,2.0,
113,4/1/2019,706.0,2,1,2.5,
114,4/1/2019,384.0,4,1,3.5,
115,4/1/2019,537.0,2,2,2.5,
116,4/1/2019,128.0,15,1,4.0,
117,4/1/2019,349.0,1,2,2.0,
118,4/1/2019,245.0,6,1,5.0,
119,4/1/2019,244.0,11,2,2.75,
120,4/1/2019,65.0,7,1,2.0,
121,4/1/2019,616.0,15,2,4.0,
122,4/1/2019,284.0,10,2,4.0,
123,4/1/2019,384.0,7,2,2.0,
124,4/1/2019,269.0,9,2,3.5,
125,4/1/2019,269.0,14,1,5.0,
126,4/1/2019,736.0,11,2,2.75,
127,4/1/2019,385.0,9,2,3.5,
128,4/1/2019,25.0,3,2,3.0,
129,4/1/2019,200.0,14,2,5.0,
130,4/1/2019,450.0,3,1,3.0,
131,4/1/2019,644.0,9,2,3.5,
132,4/1/2019,482.0,12,1,3.75,
133,4/1/2019,83.0,4,1,3.5,
134,4/1/2019,199.0,4,1,3.5,
135,4/1/2019,199.0,2,1,2.5,
136,4/1/2019,425.0,14,1,5.0,
137,4/1/2019,222.0,10,1,4.0,
138,4/1/2019,776.0,1,2,2.0,
139,4/1/2019,190.0,16,2,2.0,
140,4/1/2019,729.0,7,2,2.0,
141,4/1/2019,729.0,8,1,2.5,
142,4/1/2019,749.0,14,1,5.0,
143,4/1/2019,281.0,14,2,5.0,
144,4/1/2019,362.0,15,1,4.0,
145,4/1/2019,271.0,11,1,2.75,
146,4/1/2019,271.0,12,1,3.75,
147,4/1/2019,289.0,4,1,3.5,
148,4/1/2019,124.0,16,2,2.0,
149,4/1/2019,693.0,16,2,2.0,
150,4/1/2019,602.0,5,1,4.5,
151,4/1/2019,602.0,6,1,5.0,
152,4/1/2019,376.0,14,2,5.0,
153,4/1/2019,251.0,14,1,5.0,
154,4/1/2019,459.0,2,2,2.5,
155,4/1/2019,120.0,15,2,4.0,
156,4/1/2019,136.0,8,2,2.5,
157,4/1/2019,596.0,11,1,2.75,
158,4/1/2019,393.0,11,1,2.75,
159,4/1/2019,126.0,14,2,5.0,
160,4/1/2019,162.0,14,2,5.0,
161,4/1/2019,230.0,4,1,3.5,
162,4/1/2019,290.0,13,1,4.75,
163,4/1/2019,119.0,6,1,5.0,
164,4/1/2019,332.0,15,2,4.0,
165,4/1/2019,138.0,7,1,2.0,
166,4/1/2019,361.0,4,1,3.5,
167,4/1/2019,488.0,1,1,2.0,
168,4/1/2019,222.0,8,1,2.5,
169,4/1/2019,141.0,14,1,5.0,
170,4/1/2019,505.0,7,2,2.0,
171,4/1/2019,139.0,14,1,5.0,
172,4/1/2019,473.0,6,1,5.0,
173,4/1/2019,329.0,14,2,5.0,
174,4/1/2019,600.0,8,2,2.5,
175,4/1/2019,796.0,15,2,4.0,
176,4/1/2019,52.0,8,2,2.5,
177,4/1/2019,702.0,9,1,3.5,
178,4/1/2019,466.0,16,1,2.0,
179,4/1/2019,466.0,14,1,5.0,
180,4/1/2019,24.0,13,1,4.75,
181,4/1/2019,456.0,14,1,5.0,
182,4/1/2019,406.0,15,2,4.0,
183,4/1/2019,637.0,15,1,4.0,
184,4/1/2019,209.0,7,2,2.0,
185,4/1/2019,209.0,14,1,5.0,
186,4/1/2019,438.0,13,1,4.75,
187,4/1/2019,536.0,1,2,2.0,
188,4/1/2019,550.0,5,1,4.5,
189,4/1/2019,550.0,6,1,5.0,
190,4/1/2019,548.0,1,2,2.0,
191,4/1/2019,548.0,4,1,3.5,
192,4/1/2019,662.0,5,2,4.5,
193,4/1/2019,662.0,6,1,5.0,
194,4/1/2019,341.0,6,1,5.0,
195,4/1/2019,341.0,15,1,4.0,
196,4/1/2019,685.0,7,2,2.0,
197,4/1/2019,631.0,3,2,3.0,
198,4/1/2019,675.0,7,1,2.0,
199,4/1/2019,773.0,4,1,3.5,
200,4/1/2019,740.0,5,1,4.5,
201,4/1/2019,743.0,9,2,3.5,
202,4/1/2019,296.0,5,2,4.5,
203,4/1/2019,63.0,14,2,5.0,
204,4/1/2019,63.0,6,1,5.0,
205,4/1/2019,563.0,11,2,2.75,
206,4/1/2019,424.0,6,1,5.0,
207,4/1/2019,382.0,15,1,4.0,
208,4/1/2019,608.0,4,2,3.5,
209,4/1/2019,497.0,16,1,2.0,
210,4/1/2019,313.0,14,1,5.0,
211,4/1/2019,81.0,11,1,2.75,
212,4/1/2019,384.0,13,1,4.75,
213,4/1/2019,398.0,15,1,4.0,
214,4/1/2019,44.0,16,1,2.0,
215,4/1/2019,732.0,8,2,2.5,
216,4/1/2019,430.0,8,2,2.5,
217,4/1/2019,601.0,16,1,2.0,
218,4/1/2019,7.0,9,2,3.5,
219,4/1/2019,318.0,14,1,5.0,
220,4/1/2019,467.0,15,2,4.0,
221,4/1/2019,434.0,11,2,2.75,
222,4/1/2019,781.0,1,1,2.0,
223,4/1/2019,316.0,13,1,4.75,
224,4/1/2019,399.0,2,1,2.5,
225,4/1/2019,403.0,11,2,2.75,
226,4/1/2019,685.0,11,1,2.75,
227,4/1/2019,409.0,9,2,3.5,
228,4/1/2019,409.0,8,1,2.5,
229,4/1/2019,557.0,7,2,2.0,
230,4/1/2019,231.0,14,2,5.0,
231,4/1/2019,571.0,8,2,2.5,
232,4/1/2019,235.0,9,1,3.5,
233,4/1/2019,226.0,15,2,4.0,
234,4/1/2019,745.0,6,2,5.0,
235,4/1/2019,355.0,14,1,5.0,
236,4/1/2019,177.0,13,2,4.75,
237,4/1/2019,379.0,1,1,2.0,
238,4/1/2019,654.0,8,1,2.5,
239,4/1/2019,428.0,12,1,3.75,
240,4/1/2019,402.0,2,1,2.5,
241,4/1/2019,179.0,12,1,3.75,
242,4/1/2019,536.0,13,1,4.75,
243,4/1/2019,299.0,9,2,3.5,
244,4/1/2019,184.0,8,2,2.5,
245,4/1/2019,328.0,12,1,3.75,
246,4/1/2019,574.0,11,1,2.75,
247,4/1/2019,337.0,7,2,2.0,
248,4/1/2019,5.0,2,1,2.5,
249,4/1/2019,669.0,15,2,4.0,
250,4/1/2019,669.0,1,1,2.0,
251,4/1/2019,80.0,8,1,2.5,
252,4/1/2019,490.0,15,2,4.0,
253,4/1/2019,490.0,1,1,2.0,
254,4/1/2019,567.0,13,2,4.75,
255,4/1/2019,222.0,9,2,3.5,
256,4/1/2019,408.0,9,2,3.5,
257,4/1/2019,85.0,13,1,4.75,
258,4/1/2019,540.0,2,2,2.5,
259,4/1/2019,55.0,11,2,2.75,
260,4/1/2019,55.0,15,1,4.0,
261,4/1/2019,2.0,7,1,2.0,
262,4/1/2019,2.0,6,1,5.0,
263,4/1/2019,135.0,14,1,5.0,
264,4/1/2019,227.0,8,1,2.5,
265,4/1/2019,305.0,4,1,3.5,
266,4/1/2019,453.0,11,1,2.75,
267,4/1/2019,146.0,6,1,5.0,
268,4/1/2019,146.0,10,1,4.0,
269,4/1/2019,646.0,2,2,2.5,
270,4/1/2019,770.0,11,1,2.75,
271,4/1/2019,97.0,6,2,5.0,
272,4/1/2019,434.0,12,1,3.75,
273,4/1/2019,434.0,16,1,2.0,
274,4/1/2019,181.0,16,2,2.0,
275,4/1/2019,247.0,1,1,2.0,
276,4/1/2019,3.0,11,2,2.75,
277,4/1/2019,606.0,11,2,2.75,
278,4/1/2019,603.0,12,2,3.75,
279,4/1/2019,603.0,1,1,2.0,
280,4/1/2019,428.0,1,2,2.0,
281,4/1/2019,428.0,1,1,2.0,
282,4/1/2019,447.0,1,2,2.0,
283,4/1/2019,730.0,16,1,2.0,
284,4/1/2019,672.0,3,2,3.0,
285,4/1/2019,189.0,5,1,4.5,
286,4/1/2019,169.0,15,1,4.0,
287,4/1/2019,169.0,1,1,2.0,
288,4/1/2019,18.0,8,1,2.5,
289,4/1/2019,646.0,16,2,2.0,
290,4/1/2019,477.0,5,1,4.5,
291,4/1/2019,377.0,7,2,2.0,
292,4/1/2019,258.0,5,1,4.5,
293,4/1/2019,8.0,10,2,4.0,
294,4/1/2019,404.0,15,1,4.0,
295,4/1/2019,369.0,13,2,4.75,
296,4/1/2019,580.0,13,1,4.75,
297,4/1/2019,580.0,16,1,2.0,
298,4/1/2019,429.0,1,2,2.0,
299,4/1/2019,11.0,5,1,4.5,
300,4/1/2019,365.0,12,1,3.75,
301,4/1/2019,365.0,9,1,3.5,
302,4/1/2019,51.0,11,2,2.75,
303,4/1/2019,373.0,13,2,4.75,
304,4/1/2019,725.0,15,2,4.0,
305,4/1/2019,656.0,4,2,3.5,
306,4/1/2019,677.0,16,2,2.0,
307,4/1/2019,441.0,15,1,4.0,
308,4/1/2019,441.0,1,1,2.0,
309,4/1/2019,101.0,4,1,3.5,
310,4/1/2019,212.0,6,2,5.0,
311,4/1/2019,199.0,15,1,4.0,
312,4/1/2019,230.0,4,1,3.5,
313,4/1/2019,230.0,2,1,2.5,
314,4/1/2019,534.0,2,1,2.5,
315,4/1/2019,231.0,10,1,4.0,
316,4/1/2019,448.0,5,1,4.5,
317,4/1/2019,391.0,15,2,4.0,
318,4/1/2019,168.0,1,2,2.0,
319,4/1/2019,447.0,4,2,3.5,
320,4/1/2019,447.0,14,1,5.0,
321,4/1/2019,25.0,12,1,3.75,
322,4/1/2019,25.0,3,1,3.0,
323,4/1/2019,90.0,9,2,3.5,
324,4/1/2019,677.0,8,2,2.5,
325,4/1/2019,70.0,2,2,2.5,
326,4/1/2019,581.0,3,2,3.0,
327,4/1/2019,398.0,8,2,2.5,
328,4/1/2019,459.0,12,1,3.75,
329,4/1/2019,744.0,2,2,2.5,
330,4/1/2019,795.0,8,1,2.5,
331,4/1/2019,265.0,2,2,2.5,
332,4/1/2019,72.0,4,1,3.5,
333,4/1/2019,133.0,6,1,5.0,
334,4/1/2019,133.0,10,1,4.0,
335,4/1/2019,710.0,16,2,2.0,
336,4/1/2019,448.0,5,1,4.5,
337,4/1/2019,448.0,10,1,4.0,
338,4/1/2019,414.0,5,1,4.5,
339,4/1/2019,414.0,14,1,5.0,
340,4/1/2019,65.0,13,2,4.75,
341,4/1/2019,396.0,7,1,2.0,
342,4/1/2019,252.0,8,2,2.5,
343,4/1/2019,573.0,15,2,4.0,
344,4/1/2019,573.0,14,1,5.0,
345,4/1/2019,558.0,10,1,4.0,
346,4/1/2019,601.0,16,1,2.0,
347,4/1/2019,599.0,5,2,4.5,
348,4/1/2019,259.0,16,2,2.0,
349,4/1/2019,686.0,1,2,2.0,
350,4/1/2019,574.0,6,1,5.0,
351,4/1/2019,44.0,9,1,3.5,
352,4/1/2019,44.0,6,1,5.0,
353,4/1/2019,117.0,16,2,2.0,
354,4/1/2019,117.0,6,1,5.0,
355,4/1/2019,230.0,16,2,2.0,
356,4/1/2019,230.0,1,1,2.0,
357,4/1/2019,364.0,10,2,4.0,
358,4/1/2019,364.0,8,1,2.5,
359,4/1/2019,218.0,4,2,3.5,
360,4/1/2019,578.0,5,2,4.5,
361,4/1/2019,210.0,10,1,4.0,
362,4/1/2019,210.0,13,1,4.75,
363,4/1/2019,576.0,16,1,2.0,
364,4/1/2019,252.0,14,2,5.0,
365,4/1/2019,335.0,16,1,2.0,
366,4/1/2019,541.0,2,1,2.5,
367,4/1/2019,536.0,15,2,4.0,
368,4/1/2019,569.0,14,1,5.0,
369,4/1/2019,418.0,15,1,4.0,
370,4/1/2019,418.0,2,1,2.5,
371,4/1/2019,111.0,9,2,3.5,
372,4/1/2019,659.0,15,1,4.0,
373,4/1/2019,47.0,8,2,2.5,
374,4/1/2019,47.0,12,1,3.75,
375,4/1/2019,744.0,12,1,3.75,
376,4/1/2019,744.0,10,1,4.0,
377,4/1/2019,536.0,13,1,4.75,
378,4/1/2019,247.0,6,1,5.0,
379,4/1/2019,707.0,1,2,2.0,
380,4/1/2019,167.0,5,2,4.5,
381,4/1/2019,119.0,5,2,4.5,
382,4/1/2019,98.0,10,2,4.0,
383,4/1/2019,785.0,9,2,3.5,
384,4/1/2019,181.0,13,1,4.75,
385,4/1/2019,779.0,8,1,2.5,
386,4/1/2019,779.0,4,1,3.5,
387,4/1/2019,329.0,2,1,2.5,
388,4/1/2019,607.0,12,1,3.75,
389,4/1/2019,692.0,10,2,4.0,
390,4/1/2019,246.0,5,1,4.5,
391,4/1/2019,541.0,11,1,2.75,
392,4/1/2019,60.0,11,2,2.75,
393,4/1/2019,60.0,14,1,5.0,
394,4/1/2019,697.0,1,2,2.0,
395,4/1/2019,678.0,8,1,2.5,
396,4/1/2019,753.0,1,1,2.0,
397,4/1/2019,753.0,13,1,4.75,
398,4/1/2019,42.0,10,2,4.0,
399,4/1/2019,117.0,10,1,4.0,
400,4/1/2019,323.0,14,2,5.0,
401,4/1/2019,645.0,1,2,2.0,
402,4/1/2019,441.0,16,1,2.0,
403,4/1/2019,507.0,15,1,4.0,
404,4/1/2019,174.0,6,2,5.0,
405,4/1/2019,174.0,6,1,5.0,
406,4/1/2019,651.0,5,2,4.5,
407,4/1/2019,305.0,5,2,4.5,
408,4/1/2019,53.0,6,2,5.0,
409,4/1/2019,711.0,4,1,3.5,
410,4/1/2019,320.0,5,1,4.5,
411,4/1/2019,161.0,3,1,3.0,
412,4/1/2019,352.0,14,2,5.0,
413,4/1/2019,651.0,14,2,5.0,
414,4/1/2019,480.0,3,1,3.0,
415,4/1/2019,554.0,14,1,5.0,
416,4/1/2019,108.0,8,1,2.5,
417,4/1/2019,473.0,7,2,2.0,
418,4/1/2019,790.0,12,2,3.75,
419,4/1/2019,548.0,1,1,2.0,
420,4/1/2019,737.0,2,2,2.5,
421,4/1/2019,737.0,15,1,4.0,
422,4/1/2019,631.0,2,1,2.5,
423,4/1/2019,121.0,4,1,3.5,
424,4/1/2019,195.0,12,2,3.75,
425,4/1/2019,632.0,8,2,2.5,
426,4/1/2019,40.0,4,1,3.5,
427,4/1/2019,280.0,2,2,2.5,
428,4/1/2019,240.0,4,1,3.5,
429,4/1/2019,240.0,2,1,2.5,
430,4/1/2019,248.0,1,2,2.0,
431,4/1/2019,767.0,1,1,2.0,
432,4/1/2019,696.0,14,1,5.0,
433,4/1/2019,781.0,12,1,3.75,
434,4/1/2019,48.0,11,2,2.75,
435,4/1/2019,652.0,3,1,3.0,
436,4/1/2019,687.0,4,1,3.5,
437,4/1/2019,760.0,9,1,3.5,
438,4/1/2019,69.0,1,1,2.0,
439,4/1/2019,69.0,13,1,4.75,
440,4/1/2019,347.0,5,1,4.5,
441,4/1/2019,226.0,1,1,2.0,
442,4/1/2019,226.0,14,1,5.0,
443,4/1/2019,674.0,10,2,4.0,
444,4/1/2019,778.0,6,2,5.0,
445,4/1/2019,104.0,9,1,3.5,
446,4/1/2019,213.0,1,1,2.0,
447,4/1/2019,213.0,4,1,3.5,
448,4/1/2019,444.0,12,2,3.75,
449,4/1/2019,444.0,6,1,5.0,
450,4/1/2019,602.0,7,1,2.0,
451,4/1/2019,430.0,3,2,3.0,
452,4/1/2019,430.0,10,1,4.0,
453,4/1/2019,430.0,9,1,3.5,
454,4/1/2019,531.0,5,1,4.5,
455,4/1/2019,364.0,6,2,5.0,
456,4/1/2019,117.0,4,2,3.5,
457,4/1/2019,94.0,1,1,2.0,
458,4/1/2019,526.0,8,2,2.5,
459,4/1/2019,12.0,13,1,4.75,
460,4/1/2019,12.0,14,1,5.0,
461,4/1/2019,257.0,12,1,3.75,
462,4/1/2019,257.0,4,1,3.5,
463,4/1/2019,414.0,16,2,2.0,
464,4/1/2019,753.0,6,1,5.0,
465,4/1/2019,753.0,9,1,3.5,
466,4/1/2019,647.0,8,1,2.5,
467,4/1/2019,399.0,7,1,2.0,
468,4/1/2019,73.0,3,1,3.0,
469,4/1/2019,547.0,2,1,2.5,
470,4/1/2019,76.0,15,1,4.0,
471,4/1/2019,729.0,14,2,5.0,
472,4/1/2019,524.0,8,1,2.5,
473,4/1/2019,453.0,2,1,2.5,
474,4/1/2019,650.0,8,2,2.5,
475,4/1/2019,43.0,6,1,5.0,
476,4/1/2019,387.0,12,1,3.75,
477,4/1/2019,689.0,1,2,2.0,
478,4/1/2019,188.0,16,2,2.0,
479,4/1/2019,393.0,12,1,3.75,
480,4/1/2019,393.0,8,1,2.5,
481,4/1/2019,150.0,15,2,4.0,
482,4/1/2019,676.0,13,1,4.75,
483,4/1/2019,586.0,1,1,2.0,
484,4/1/2019,564.0,15,2,4.0,
485,4/1/2019,564.0,14,1,5.0,
486,4/1/2019,674.0,14,1,5.0,
487,4/1/2019,484.0,16,2,2.0,
488,4/1/2019,373.0,1,1,2.0,
489,4/1/2019,778.0,13,2,4.75,
490,4/1/2019,725.0,1,1,2.0,
491,4/1/2019,794.0,10,1,4.0,
492,4/1/2019,300.0,15,2,4.0,
493,4/1/2019,391.0,5,1,4.5,
494,4/1/2019,763.0,16,2,2.0,
495,4/1/2019,373.0,10,1,4.0,
496,4/1/2019,197.0,13,1,4.75,
497,4/1/2019,531.0,16,1,2.0,
498,4/1/2019,794.0,13,1,4.75,
499,4/1/2019,377.0,14,2,5.0,
500,4/1/2019,558.0,4,2,3.5,
501,4/1/2019,613.0,1,2,2.0,
502,4/1/2019,7.0,14,2,5.0,
503,4/1/2019,783.0,10,2,4.0,
504,4/1/2019,774.0,8,1,2.5,
505,4/1/2019,186.0,8,1,2.5,
506,4/1/2019,172.0,12,1,3.75,
507,4/1/2019,172.0,3,1,3.0,
508,4/1/2019,378.0,14,2,5.0,
509,4/1/2019,378.0,11,1,2.75,
510,4/1/2019,384.0,14,1,5.0,
511,4/1/2019,338.0,3,2,3.0,
512,4/1/2019,634.0,7,2,2.0,
513,4/1/2019,64.0,7,2,2.0,
514,4/1/2019,378.0,1,2,2.0,
515,4/1/2019,694.0,13,2,4.75,
516,4/1/2019,476.0,6,1,5.0,
517,4/1/2019,727.0,15,1,4.0,
518,4/1/2019,240.0,7,1,2.0,
519,4/1/2019,240.0,5,1,4.5,
520,4/1/2019,187.0,7,1,2.0,
521,4/1/2019,187.0,1,1,2.0,
522,4/1/2019,446.0,3,1,3.0,
523,4/1/2019,574.0,12,2,3.75,
524,4/1/2019,340.0,10,1,4.0,
525,4/1/2019,382.0,11,1,2.75,
526,4/1/2019,626.0,3,1,3.0,
527,4/1/2019,346.0,7,1,2.0,
528,4/1/2019,448.0,6,1,5.0,
529,4/1/2019,2.0,10,2,4.0,
530,4/1/2019,201.0,1,1,2.0,
531,4/1/2019,643.0,6,2,5.0,
532,4/1/2019,688.0,9,2,3.5,
533,4/1/2019,783.0,15,2,4.0,
534,4/1/2019,261.0,7,1,2.0,
535,4/1/2019,261.0,12,1,3.75,
536,4/1/2019,162.0,15,2,4.0,
537,4/1/2019,157.0,5,1,4.5,
538,4/1/2019,549.0,12,1,3.75,
539,4/1/2019,549.0,10,1,4.0,
540,4/1/2019,323.0,14,1,5.0,
541,4/1/2019,715.0,12,2,3.75,
542,4/1/2019,369.0,2,2,2.5,
543,4/1/2019,335.0,11,1,2.75,
544,4/1/2019,395.0,11,2,2.75,
545,4/1/2019,122.0,8,1,2.5,
546,4/1/2019,133.0,7,2,2.0,
547,4/1/2019,133.0,13,1,4.75,
548,4/1/2019,637.0,7,1,2.0,
549,4/1/2019,251.0,16,2,2.0,
550,4/1/2019,135.0,16,1,2.0,
551,4/1/2019,402.0,1,1,2.0,
552,4/1/2019,246.0,11,1,2.75,
553,4/1/2019,89.0,8,1,2.5,
554,4/1/2019,667.0,5,2,4.5,
555,4/1/2019,392.0,9,2,3.5,
556,4/1/2019,751.0,16,2,2.0,
557,4/1/2019,639.0,13,1,4.75,
558,4/1/2019,622.0,7,2,2.0,
559,4/1/2019,731.0,4,2,3.5,
560,4/1/2019,8.0,12,2,3.75,
561,4/1/2019,8.0,12,1,3.75,
562,4/1/2019,500.0,5,1,4.5,
563,4/1/2019,75.0,4,2,3.5,
564,4/1/2019,186.0,16,1,2.0,
565,4/1/2019,340.0,10,2,4.0,
566,4/1/2019,340.0,14,1,5.0,
567,4/1/2019,95.0,9,1,3.5,
568,4/1/2019,68.0,13,1,4.75,
569,4/1/2019,539.0,1,1,2.0,
570,4/1/2019,539.0,8,1,2.5,
571,4/1/2019,247.0,7,2,2.0,
572,4/1/2019,549.0,1,2,2.0,
573,4/1/2019,626.0,9,2,3.5,
574,4/1/2019,446.0,1,2,2.0,
575,4/1/2019,446.0,12,1,3.75,
576,4/1/2019,663.0,3,1,3.0,
577,4/1/2019,617.0,5,2,4.5,
578,4/1/2019,774.0,2,1,2.5,
579,4/1/2019,774.0,3,1,3.0,
580,4/1/2019,90.0,10,1,4.0,
581,4/1/2019,244.0,9,2,3.5,
582,4/1/2019,745.0,2,1,2.5,
583,4/1/2019,383.0,1,2,2.0,
584,4/1/2019,475.0,12,2,3.75,
585,4/2/2019,209.0,11,1,2.75,
586,4/2/2019,239.0,13,2,4.75,
587,4/2/2019,668.0,11,2,2.75,
588,4/2/2019,352.0,10,1,4.0,
589,4/2/2019,603.0,7,2,2.0,
590,4/2/2019,237.0,13,2,4.75,
591,4/2/2019,28.0,14,2,5.0,
592,4/2/2019,463.0,7,1,2.0,
593,4/2/2019,463.0,12,1,3.75,
594,4/2/2019,756.0,16,1,2.0,
595,4/2/2019,787.0,3,2,3.0,
596,4/2/2019,273.0,16,1,2.0,
597,4/2/2019,715.0,10,1,4.0,
598,4/2/2019,19.0,14,2,5.0,
599,4/2/2019,19.0,2,1,2.5,
600,4/2/2019,322.0,8,2,2.5,
601,4/2/2019,558.0,9,1,3.5,
602,4/2/2019,676.0,3,2,3.0,
603,4/2/2019,183.0,14,2,5.0,
604,4/2/2019,206.0,5,1,4.5,
605,4/2/2019,206.0,12,1,3.75,
606,4/2/2019,152.0,9,1,3.5,
607,4/2/2019,152.0,10,1,4.0,
608,4/2/2019,112.0,15,1,4.0,
609,4/2/2019,788.0,3,2,3.0,
610,4/2/2019,692.0,14,1,5.0,
611,4/2/2019,791.0,5,1,4.5,
612,4/2/2019,166.0,16,1,2.0,
613,4/2/2019,16.0,10,2,4.0,
614,4/2/2019,16.0,6,1,5.0,
615,4/2/2019,692.0,14,2,5.0,
616,4/2/2019,436.0,9,1,3.5,
617,4/2/2019,2.0,10,1,4.0,
618,4/2/2019,534.0,11,2,2.75,
619,4/2/2019,615.0,3,1,3.0,
620,4/2/2019,675.0,3,1,3.0,
621,4/2/2019,603.0,10,2,4.0,
622,4/2/2019,603.0,5,1,4.5,
623,4/2/2019,684.0,14,1,5.0,
624,4/2/2019,118.0,2,1,2.5,
625,4/2/2019,171.0,13,1,4.75,
626,4/2/2019,125.0,10,1,4.0,
627,4/2/2019,796.0,1,1,2.0,
628,4/2/2019,96.0,11,1,2.75,
629,4/2/2019,96.0,5,1,4.5,
630,4/2/2019,696.0,7,2,2.0,
631,4/2/2019,300.0,7,2,2.0,
632,4/2/2019,224.0,6,1,5.0,
633,4/2/2019,772.0,14,2,5.0,
